Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
mRNA stability regulation by proteins that bind AU-rich elements	4/86	0.06910134084849533	0.32553214124226026	0	0	2.687598763311577	7.181750737776966	PSMD4;UBC;PARN;UBA52
Amyotrophic lateral sclerosis (ALS)	3/53	0.06965737687066911	0.32553214124226026	0	0	3.3018539325842697	8.796689199473079	MAP2K3;CHP1;BCL2L1
PI3K pathway	3/53	0.06965737687066911	0.32553214124226026	0	0	3.3018539325842697	8.796689199473079	GSK3A;PRKCH;AKT2
Phosphoinositides and their downstream targets	2/25	0.0735266384481688	0.33468943865043066	0	0	4.778467908902692	12.472314977988342	GSK3A;AP2M1
Regulatory RNA pathways	2/25	0.0735266384481688	0.33468943865043066	0	0	4.778467908902692	12.472314977988342	AGO2;POLR2J
Cellular response to hypoxia	2/25	0.0735266384481688	0.33468943865043066	0	0	4.778467908902692	12.472314977988342	UBC;UBA52
IGF1 receptor signaling through beta-arrestin	2/25	0.0735266384481688	0.33468943865043066	0	0	4.778467908902692	12.472314977988342	PPP2R2B;AKT2
Prostate cancer	4/89	0.07628987940719326	0.3450271320286611	0	0	2.5923446561723282	6.670660132649075	PDGFRB;MAP2K2;AKT2;E2F2
Ras signaling pathway	2/26	0.07873880022925774	0.34934113266271943	0	0	4.579131652661064	11.638409068317452	FOXO4;BCL2L1
Selective expression of chemokine receptors during T-cell polarization	2/26	0.07873880022925774	0.34934113266271943	0	0	4.579131652661064	11.638409068317452	CXCR3;CCR5
YAP1- and WWTR1 (TAZ)-stimulated gene expression	2/26	0.07873880022925774	0.34934113266271943	0	0	4.579131652661064	11.638409068317452	RXRA;TBL1XR1
Pre-NOTCH expression and processing	3/57	0.08266544939588748	0.3515841065401784	0	0	3.0566479400749063	7.620081323050064	AGO2;FURIN;MAMLD1
SHP2 signaling	3/57	0.08266544939588748	0.3515841065401784	0	0	3.0566479400749063	7.620081323050064	PDGFRB;MAP2K2;IL2RB
Keratinocyte differentiation	3/57	0.08266544939588748	0.3515841065401784	0	0	3.0566479400749063	7.620081323050064	MAP2K3;MAP2K2;PRKCH
PI3K cascade	3/57	0.08266544939588748	0.3515841065401784	0	0	3.0566479400749063	7.620081323050064	GSK3A;AKT2;FOXO4
PDGFB signaling pathway	5/129	0.08312287531714678	0.3515841065401784	0	0	2.223095498450884	5.52980630799148	PDGFRB;MAP2K2;PPP2R2B;S1PR1;WASF2
RORA activates circadian expression	2/27	0.08406256445098056	0.3515841065401784	0	0	4.395742296918767	10.884710448347255	RXRA;TBL1XR1
Cooperation of prefoldin and TriC/CCT  in actin and tubulin folding	2/27	0.08406256445098056	0.3515841065401784	0	0	4.395742296918767	10.884710448347255	PFDN4;PFDN5
Mammalian calpain regulation of cell motility	2/27	0.08406256445098056	0.3515841065401784	0	0	4.395742296918767	10.884710448347255	MAP2K2;CXCR3
Abacavir transmembrane transport	1/5	0.08659334531316008	0.3515841065401784	0	0	13.712988826815643	33.54927023593411	ABCG2
Acyl chain remodeling of diacylglycerol and triacylglycerol	1/5	0.08659334531316008	0.3515841065401784	0	0	13.712988826815643	33.54927023593411	PNPLA2
ERK activation	1/5	0.08659334531316008	0.3515841065401784	0	0	13.712988826815643	33.54927023593411	MAP2K2
Heme degradation	1/5	0.08659334531316008	0.3515841065401784	0	0	13.712988826815643	33.54927023593411	BLVRB
Kit receptor transcriptional targets	1/5	0.08659334531316008	0.3515841065401784	0	0	13.712988826815643	33.54927023593411	SLC2A1
Maturation of Notch precursor via proteolytic cleavage	1/5	0.08659334531316008	0.3515841065401784	0	0	13.712988826815643	33.54927023593411	FURIN
Antigen-activated B-cell receptor generation of second messengers	7/211	0.08676754697781863	0.3515841065401784	0	0	1.8947610294117647	4.631786176889814	GSK3A;PRKCH;MAP2K2;CD81;AKT2;NFATC3;CHP1
Dual incision reaction in TC-NER	2/28	0.08949227171847825	0.3525959843140491	0	0	4.226459814695109	10.200996117475551	TCEA1;POLR2J
Endosomal sorting complex required for transport (ESCRT) pathway	2/28	0.08949227171847825	0.3525959843140491	0	0	4.226459814695109	10.200996117475551	UBC;UBA52
Nef in HIV-1 replication and disease pathogenesis	2/28	0.08949227171847825	0.3525959843140491	0	0	4.226459814695109	10.200996117475551	AP2B1;AP2M1
PERK-regulated gene expression	2/28	0.08949227171847825	0.3525959843140491	0	0	4.226459814695109	10.200996117475551	HSPA5;PARN
RNA degradation	3/59	0.08953221855620648	0.3525959843140491	0	0	2.9471809791332264	7.112009627914984	DDX6;PARN;DCP1B
Natural killer cell receptor signaling pathway	3/60	0.09305243166280208	0.3644120368470629	0	0	2.8953282081608513	6.875223673492735	MAP2K3;MAP2K2;AKT2
M phase pathway	4/96	0.0944484762260008	0.3659929815243791	0	0	2.394243723208818	5.64969887284966	CDC20;NUP107;CENPK;SPC24
S1P/S1P3 pathway	2/29	0.09502242886938231	0.3659929815243791	0	0	4.069716775599129	9.57865764113681	PDGFRB;S1PR1
T cell receptor calcium pathway	2/29	0.09502242886938231	0.3659929815243791	0	0	4.069716775599129	9.57865764113681	NFATC3;CHP1
Clathrin derived vesicle budding	3/61	0.09662901611413713	0.3681355450870116	0	0	2.845263463773731	6.649028496871043	RAB5C;DNASE2;FTL
Leptin signaling pathway	3/61	0.09662901611413713	0.3681355450870116	0	0	2.845263463773731	6.649028496871043	MAP2K2;CFL2;BCL2L1
Oxidative phosphorylation	5/136	0.09858944366746877	0.3683578566915541	0	0	2.1035494026825377	4.873484503625505	UQCRB;NDUFS5;UQCRFS1;ATP6V1E2;SDHB
Activation of the pre-replicative complex	2/30	0.10064770479416806	0.3683578566915541	0	0	3.924169667867147	9.010399504502194	ORC5;MCM10
Apoptosis intrinsic pathway	2/30	0.10064770479416806	0.3683578566915541	0	0	3.924169667867147	9.010399504502194	GZMB;BCL2L1
p38-alpha and p38-beta regulation	2/30	0.10064770479416806	0.3683578566915541	0	0	3.924169667867147	9.010399504502194	MAP2K3;DUSP8
Glutamate binding and activation of AMPA receptors and synaptic plasticity	2/30	0.10064770479416806	0.3683578566915541	0	0	3.924169667867147	9.010399504502194	AP2B1;AP2M1
Nectin adhesion pathway	2/30	0.10064770479416806	0.3683578566915541	0	0	3.924169667867147	9.010399504502194	PDGFRB;CDH1
Diabetes pathways	5/137	0.1009099177821593	0.3683578566915541	0	0	2.087506420133539	4.787752469326326	GSK3A;HSPA5;PARN;HYOU1;IGF2BP2
Natural killer cell-mediated cytotoxicity	5/137	0.1009099177821593	0.3683578566915541	0	0	2.087506420133539	4.787752469326326	MAP2K2;PRF1;NFATC3;CHP1;GZMB
Proteolysis and signaling pathway of Notch	1/6	0.10299306692089101	0.3683578566915541	0	0	10.969832402234637	24.935455875579926	FURIN
Assembly of the ORC complex at the origin of replication	1/6	0.10299306692089101	0.3683578566915541	0	0	10.969832402234637	24.935455875579926	ORC5
Small interfering RNA (siRNA) biogenesis	1/6	0.10299306692089101	0.3683578566915541	0	0	10.969832402234637	24.935455875579926	AGO2
PDGF genes and receptors	1/6	0.10299306692089101	0.3683578566915541	0	0	10.969832402234637	24.935455875579926	PDGFRB
O-linked glycosylation of mucins	3/63	0.10394667196130901	0.3698813047963331	0	0	2.7501404494382022	6.225980482918116	B3GNT7;ST6GALNAC4;GALNT10
T cell receptor signaling pathway	5/139	0.10563223288305626	0.3739807840960729	0	0	2.056138797537735	4.62177176150007	MAP2K2;AKT2;NFATC3;CHP1;CD3E
Activated NOTCH1 signaling in the nucleus	2/31	0.1063629264619687	0.3746754344213068	0	0	3.788660291702888	8.490002021648369	UBC;UBA52
Angiotensin II-stimulated signaling through G-proteins and beta-arrestin	3/64	0.10768540011770002	0.37743732741253855	0	0	2.7049180327868854	6.028021453593147	MAP2K3;MAP2K2;PRKCH
Serotonin HTR1 group and FOS pathway	2/32	0.11216307495157234	0.39117569920921497	0	0	3.6621848739495797	8.012133341916735	MAP2K3;MAP2K2
MHC class II antigen presentation	4/103	0.1144433990521036	0.392319498131955	0	0	2.224157063593683	4.821249461834094	KIF4A;AP2B1;CTSE;AP2M1
Signaling by TGF-beta receptor complex	3/66	0.11531672430550255	0.392319498131955	0	0	2.618780096308186	5.656755686313734	UBC;FURIN;UBA52
Destabilization of mRNA by AUF1 (hnRNP D0)	3/66	0.11531672430550255	0.392319498131955	0	0	2.618780096308186	5.656755686313734	PSMD4;UBC;UBA52
Negative regulators of RIG-I/MDA5 signaling	2/33	0.11804328165731318	0.392319498131955	0	0	3.5438691605674526	7.572199155925077	UBC;UBA52
Post-transcriptional silencing by small RNAs	1/7	0.119099147630161	0.392319498131955	0	0	9.141061452513966	19.450341046508758	AGO2
FXR and LXR regulation of cholesterol metabolism	1/7	0.119099147630161	0.392319498131955	0	0	9.141061452513966	19.450341046508758	RXRA
Inactivation of BCL-2 by BH3-only proteins	1/7	0.119099147630161	0.392319498131955	0	0	9.141061452513966	19.450341046508758	BCL2L1
MEK activation	1/7	0.119099147630161	0.392319498131955	0	0	9.141061452513966	19.450341046508758	MAP2K2
Negative regulation of the PI3K/Akt network	1/7	0.119099147630161	0.392319498131955	0	0	9.141061452513966	19.450341046508758	AKT2
Neurofascin interactions	1/7	0.119099147630161	0.392319498131955	0	0	9.141061452513966	19.450341046508758	ANK1
NrCAM interactions	1/7	0.119099147630161	0.392319498131955	0	0	9.141061452513966	19.450341046508758	ANK1
G alpha 13 pathway	3/67	0.11920692311284795	0.392319498131955	0	0	2.577729985955056	5.4825595910126825	ARHGEF12;PRKCH;AKT2
Electron transport chain	4/105	0.1204730589943149	0.3927982063023942	0	0	2.179891228559476	4.613367302565006	UQCRB;NDUFS5;UQCRFS1;SDHB
Fibroblast growth factor receptor pathway	4/105	0.1204730589943149	0.3927982063023942	0	0	2.179891228559476	4.613367302565006	MAP2K3;MAP2K2;PRKCH;AKT2
AMPK signaling	3/68	0.12314520442808717	0.3942914730851797	0	0	2.537942955920484	5.3154451292247025	AKT2;ADIPOR1;EEF2
Activation of NF-kappaB in B cells	3/68	0.12314520442808717	0.3942914730851797	0	0	2.537942955920484	5.3154451292247025	PSMD4;UBC;UBA52
HIF-2-alpha transcription factor network	2/34	0.12399882450369772	0.3942914730851797	0	0	3.4329481792717087	7.1662216274623916	SLC2A1;ABCG2
G alpha i pathway	4/108	0.12976740745219686	0.3942914730851797	0	0	2.1166847237269772	4.322294768820361	MAP2K3;MAP2K2;PRKCH;AKT2
Prion diseases	2/35	0.13002512427718277	0.3942914730851797	0	0	3.328749681690858	6.790741169312514	MAP2K2;HSPA5
Interleukin-2/PI3K pathway	2/35	0.13002512427718277	0.3942914730851797	0	0	3.328749681690858	6.790741169312514	IL2RB;BCL2L1
Interleukin-7 signaling pathway	2/35	0.13002512427718277	0.3942914730851797	0	0	3.328749681690858	6.790741169312514	MAP2K2;BCL2L1
Pancreatic cancer	3/70	0.13116116068503061	0.3942914730851797	0	0	2.461931913466376	5.000992405889587	AKT2;E2F2;BCL2L1
Antiviral mechanism by interferon-stimulated genes	3/70	0.13116116068503061	0.3942914730851797	0	0	2.461931913466376	5.000992405889587	NUP107;UBC;UBA52
Renal cell carcinoma	3/70	0.13116116068503061	0.3942914730851797	0	0	2.461931913466376	5.000992405889587	MAP2K2;AKT2;SLC2A1
CDC42 signaling events	3/70	0.13116116068503061	0.3942914730851797	0	0	2.461931913466376	5.000992405889587	MAP2K3;CDH1;CDC42BPA
Pathways in cancer	9/325	0.13241792454941934	0.3942914730851797	0	0	1.5725587703435804	3.179387154756491	PDGFRB;RXRA;MAP2K2;CDH1;AKT2;SLC2A1;E2F2;RUNX1T1;BCL2L1
Axon guidance	9/325	0.13241792454941934	0.3942914730851797	0	0	1.5725587703435804	3.179387154756491	MAP2K2;ARHGEF12;CFL2;KIF4A;NFATC3;CHP1;AP2B1;ANK1;AP2M1
Binding of RNA by insulin-like growth factor 2 mRNA binding proteins (IGF2BPs/IMPs/VICKZs)	1/8	0.1349168301233095	0.3942914730851797	0	0	7.834796488427774	15.693855489085095	IGF2BP2
CHL1 interactions	1/8	0.1349168301233095	0.3942914730851797	0	0	7.834796488427774	15.693855489085095	ANK1
Chromatin remodeling by nuclear receptors to facilitate initiation of transcription in carcinoma cells	1/8	0.1349168301233095	0.3942914730851797	0	0	7.834796488427774	15.693855489085095	RXRA
TSP1-induced apoptosis in microvascular endothelial cell	1/8	0.1349168301233095	0.3942914730851797	0	0	7.834796488427774	15.693855489085095	GZMA
Transcription factor regulation of microRNAs related to cardiac hypertrophy	1/8	0.1349168301233095	0.3942914730851797	0	0	7.834796488427774	15.693855489085095	AKT2
Visceral fat deposits and the metabolic syndrome	1/8	0.1349168301233095	0.3942914730851797	0	0	7.834796488427774	15.693855489085095	RXRA
Vitamin C (ascorbate) metabolism	1/8	0.1349168301233095	0.3942914730851797	0	0	7.834796488427774	15.693855489085095	SLC2A1
Vitamin D biosynthesis	1/8	0.1349168301233095	0.3942914730851797	0	0	7.834796488427774	15.693855489085095	RXRA
Rac1 cell motility signaling pathway	3/71	0.13523640096187156	0.3942914730851797	0	0	2.4256031064111037	4.852979119430448	MAP2K3;CDH1;WASF2
Bacterial invasion of epithelial cells	3/71	0.13523640096187156	0.3942914730851797	0	0	2.4256031064111037	4.852979119430448	CDH1;WASF2;CD2AP
Interleukin-6 signaling pathway	3/71	0.13523640096187156	0.3942914730851797	0	0	2.4256031064111037	4.852979119430448	MAP2K2;PRDM1;BCL2L1
Phospholipids as signaling intermediaries	2/36	0.13611774106506916	0.3942914730851797	0	0	3.2306805074971163	6.442736221537099	MAP2K2;S1PR1
GM-CSF-mediated signaling events	2/36	0.13611774106506916	0.3942914730851797	0	0	3.2306805074971163	6.442736221537099	MAP2K2;PIM1
Glycogen metabolism	2/36	0.13611774106506916	0.3942914730851797	0	0	3.2306805074971163	6.442736221537099	GSK3A;PPP2R2B
Developmental biology	11/420	0.13689518453455526	0.39491162287540427	0	0	1.4863277407750892	2.955621752983437	RXRA;MAP2K2;ARHGEF12;TBL1XR1;AKT2;KIF4A;FURIN;AP2B1;MED27;ANK1;AP2M1
Epidermal growth factor receptor (EGFR) pathway	4/111	0.13934954961728413	0.3987255281924556	0	0	2.0570225088850864	4.053917750153085	MAP2K3;MAP2K2;PRKCH;AKT2
Myocyte adrenergic pathway	3/72	0.13935485650092955	0.3987255281924556	0	0	2.3903273082559844	4.710693738946836	RYR1;ZMYND8;AKT2
Allograft rejection	2/37	0.142272370709747	0.4054184222257424	0	0	3.1382152861144457	6.119557325295909	PRF1;GZMB
Triglyceride biosynthesis	2/38	0.14848484145135332	0.418517206503067	0	0	3.0508870214752566	5.818872622922191	ELOVL1;LPIN2
Bicarbonate transporters	1/9	0.15045126396401268	0.418517206503067	0	0	6.855097765363128	12.984350871139737	SLC4A4
Tat-mediated elongation of the HIV-1 transcript	1/9	0.15045126396401268	0.418517206503067	0	0	6.855097765363128	12.984350871139737	TCEA1
West Nile virus infection	1/9	0.15045126396401268	0.418517206503067	0	0	6.855097765363128	12.984350871139737	EEF1A1
MAP kinase pathway regulation through dual specificity phosphatases	1/9	0.15045126396401268	0.418517206503067	0	0	6.855097765363128	12.984350871139737	DUSP8
PPAR-gamma coactivator role in obesity and thermogenesis	1/9	0.15045126396401268	0.418517206503067	0	0	6.855097765363128	12.984350871139737	RXRA
Angiotensin II-mediated activation of JNK pathway via Pyk2-dependent signaling	2/39	0.1547511105378088	0.4254138372039371	0	0	2.968279203573321	5.538622559541055	MAP2K3;MAP2K2
Aurora B signaling	2/39	0.1547511105378088	0.4254138372039371	0	0	2.968279203573321	5.538622559541055	NCAPG;NCAPH
E-cadherin nascent AJ-like junctions pathway	2/39	0.1547511105378088	0.4254138372039371	0	0	2.968279203573321	5.538622559541055	CDH1;WASF2
Transcriptional regulation of white adipocyte differentiation	3/77	0.16055268338469156	0.4315400011020365	0	0	2.228249316732463	4.075764680303396	RXRA;TBL1XR1;MED27
Pyruvate metabolism and citric acid (TCA) cycle	2/40	0.16106726095726573	0.4315400011020365	0	0	2.890019165560961	5.276982033544615	SLC16A1;SDHB
Negative regulation of FGFR signaling	2/40	0.16106726095726573	0.4315400011020365	0	0	2.890019165560961	5.276982033544615	UBC;UBA52
Apoptosis regulation	3/78	0.1649048488002298	0.4315400011020365	0	0	2.1984269662921347	3.9624154048440787	PSMD4;UBC;UBA52
Abacavir transport and metabolism	1/10	0.16570750707847534	0.4315400011020365	0	0	6.093109869646183	10.952554183789342	ABCG2
Apoptotic DNA fragmentation and tissue homeostasis	1/10	0.16570750707847534	0.4315400011020365	0	0	6.093109869646183	10.952554183789342	GZMB
Splicing regulation through Sam68	1/10	0.16570750707847534	0.4315400011020365	0	0	6.093109869646183	10.952554183789342	MAP2K2
Taurine and hypotaurine metabolism	1/10	0.16570750707847534	0.4315400011020365	0	0	6.093109869646183	10.952554183789342	GAD1
E2F-enabled inhibition of pre-replication complex formation	1/10	0.16570750707847534	0.4315400011020365	0	0	6.093109869646183	10.952554183789342	ORC5
Electron transport reaction in mitochondria	1/10	0.16570750707847534	0.4315400011020365	0	0	6.093109869646183	10.952554183789342	SDHB
Gap junction degradation	1/10	0.16570750707847534	0.4315400011020365	0	0	6.093109869646183	10.952554183789342	AP2M1
Interferon-alpha signaling pathway	1/10	0.16570750707847534	0.4315400011020365	0	0	6.093109869646183	10.952554183789342	ST13
Transcriptional activity of SMAD2/SMAD3-SMAD4 heterotrimer	2/41	0.16742949829522294	0.4315400011020365	0	0	2.8157724628312866	5.032328615598912	UBC;UBA52
FOXM1 transcription factor network	2/41	0.16742949829522294	0.4315400011020365	0	0	2.8157724628312866	5.032328615598912	GSK3A;NFATC3
Fc epsilon receptor I signaling in mast cells	2/41	0.16742949829522294	0.4315400011020365	0	0	2.8157724628312866	5.032328615598912	MAP2K2;NFATC3
Graft-versus-host disease	2/41	0.16742949829522294	0.4315400011020365	0	0	2.8157724628312866	5.032328615598912	PRF1;GZMB
Antigen processing: cross presentation	3/79	0.16929172653788876	0.4315400011020365	0	0	2.169389414547605	3.853121655241797	PSMD4;UBC;UBA52
Signaling events mediated by hepatocyte growth factor receptor (c-Met)	3/79	0.16929172653788876	0.4315400011020365	0	0	2.169389414547605	3.853121655241797	MAP2K2;CDH1;AKT2
p73 transcription factor network	3/79	0.16929172653788876	0.4315400011020365	0	0	2.169389414547605	3.853121655241797	PFDN5;GATA1;DCP1B
Fc epsilon receptor I signaling pathway	3/79	0.16929172653788876	0.4315400011020365	0	0	2.169389414547605	3.853121655241797	MAP2K3;MAP2K2;AKT2
Nuclear beta-catenin signaling and target gene transcription regulation	3/80	0.17371211688543084	0.4367726199480871	0	0	2.1411060849263097	3.7476975625569917	CDH1;TBL1XR1;ID2
Hexose transport	2/42	0.17383414755415294	0.4367726199480871	0	0	2.7452380952380953	4.8032157417318455	NUP107;SLC2A1
Messenger RNA splicing: minor pathway	2/42	0.17383414755415294	0.4367726199480871	0	0	2.7452380952380953	4.8032157417318455	SNRPD2;POLR2J
Protein processing in the endoplasmic reticulum	5/166	0.17905667127664252	0.4367726199480871	0	0	1.7089518194897708	2.939487573981719	DNAJB2;HSPA5;HYOU1;RAD23A;UBXN6
Porphyrin and chlorophyll metabolism	2/43	0.1802776501357482	0.4367726199480871	0	0	2.6781444285031086	4.588349999193025	BLVRB;FTL
Beta-3 integrin cell surface interactions	2/43	0.1802776501357482	0.4367726199480871	0	0	2.6781444285031086	4.588349999193025	PDGFRB;EDIL3
PI3K class IB pathway in neutrophils	2/43	0.1802776501357482	0.4367726199480871	0	0	2.6781444285031086	4.588349999193025	PRKCH;AKT2
Apoptotic cleavage of cell adhesion  proteins	1/11	0.18069052751062092	0.4367726199480871	0	0	5.483519553072625	9.38213472901334	CDH1
SUMOylation as a mechanism to modulate CtBP-dependent gene responses	1/11	0.18069052751062092	0.4367726199480871	0	0	5.483519553072625	9.38213472901334	CDH1
Bone mineralization regulation	1/11	0.18069052751062092	0.4367726199480871	0	0	5.483519553072625	9.38213472901334	ANKH
E2F1 destruction pathway	1/11	0.18069052751062092	0.4367726199480871	0	0	5.483519553072625	9.38213472901334	CDC34
Vitamin C in the brain	1/11	0.18069052751062092	0.4367726199480871	0	0	5.483519553072625	9.38213472901334	SLC2A1
p38 gamma/delta MAPK pathway	1/11	0.18069052751062092	0.4367726199480871	0	0	5.483519553072625	9.38213472901334	MAP2K3
Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	1/11	0.18069052751062092	0.4367726199480871	0	0	5.483519553072625	9.38213472901334	FURIN
Glypican-3 pathway	1/11	0.18069052751062092	0.4367726199480871	0	0	5.483519553072625	9.38213472901334	FURIN
p75 neurotrophin receptor-mediated signaling	4/124	0.18384758156298256	0.44287682019123975	0	0	1.8329577464788733	3.104385635151952	ARHGEF12;UBC;FURIN;UBA52
Vasopressin-regulated water reabsorption	2/44	0.18675656089502465	0.44834366160072703	0	0	2.6142456982793116	4.3865718011998736	RAB5C;RAB11B
Interleukin-1 signaling pathway	4/125	0.18744884974054085	0.44846977361132806	0	0	1.8177162146432313	3.043310049382618	MAP2K3;UBE2H;MAP2K2;UBE2O
Alzheimer's disease	5/169	0.18819183339597692	0.4487159020768021	0	0	1.6774321344908365	2.801803900337207	UQCRB;NDUFS5;CHP1;UQCRFS1;SDHB
Differentiation pathway in PC12 cells	3/84	0.19170503159979896	0.45408887248074725	0	0	2.034956304619226	3.361335496484335	MAP2K3;MAP2K2;AKT2
Phosphatidylethanolamine biosynthesis	1/12	0.1954052047684212	0.45408887248074725	0	0	4.984763839512443	8.138523743204452	LPIN2
Activation of chaperones by ATF6 alpha	1/12	0.1954052047684212	0.45408887248074725	0	0	4.984763839512443	8.138523743204452	HSPA5
Alanine and aspartate metabolism	1/12	0.1954052047684212	0.45408887248074725	0	0	4.984763839512443	8.138523743204452	GAD1
Beta-arrestins in GPCR desensitization	1/12	0.1954052047684212	0.45408887248074725	0	0	4.984763839512443	8.138523743204452	AP2M1
Bile salt and organic anion SLC transporters	1/12	0.1954052047684212	0.45408887248074725	0	0	4.984763839512443	8.138523743204452	SLC16A1
Facilitative sodium-independent glucose transporters	1/12	0.1954052047684212	0.45408887248074725	0	0	4.984763839512443	8.138523743204452	SLC2A1
MicroRNAs in cardiomyocyte hypertrophy	3/85	0.19627521877555837	0.45408887248074725	0	0	2.01003699643738	3.2728174677776543	MAP2K3;MAP2K2;AKT2
Myc active pathway	3/85	0.19627521877555837	0.45408887248074725	0	0	2.01003699643738	3.2728174677776543	ID2;SLC2A1;PIM1
Alpha-6 beta-1 and alpha-6 beta-4 integrin signaling	2/46	0.19980737598151257	0.4586683321848273	0	0	2.495161701044054	4.018212137681991	RXRA;CDH1
Fatty acid, triacylglycerol, and ketone body metabolism	5/173	0.20062604909347728	0.4586683321848273	0	0	1.6371569814366425	2.629785815400446	ELOVL1;RXRA;TBL1XR1;MED27;LPIN2
Glycerophospholipid biosynthesis	3/86	0.20087186587837655	0.4586683321848273	0	0	1.985718153512928	3.1872524935541136	MBOAT2;LPIN2;PNPLA2
Non-class A, B, C GPCRs	3/86	0.20087186587837655	0.4586683321848273	0	0	1.985718153512928	3.1872524935541136	CXCR3;S1PR1;CCR5
MAPK signaling pathway	8/314	0.20464526284473022	0.46115764393566505	0	0	1.4401430087704596	2.2847540825823764	MAP2K3;PDGFRB;PRKCH;MAP2K2;HSPA5;AKT2;CHP1;DUSP8
Parkinson's disease	4/131	0.20951204247467126	0.46115764393566505	0	0	1.7313075302206942	2.7059887583929405	UQCRB;NDUFS5;UQCRFS1;SDHB
Advanced glycosylation endproduct receptor signaling	1/13	0.20985633154846955	0.46115764393566505	0	0	4.569134078212291	7.133935787192846	LGALS3
Alpha-hemoglobin stabilizing enzyme (AHSP) pathway	1/13	0.20985633154846955	0.46115764393566505	0	0	4.569134078212291	7.133935787192846	GATA1
Purine salvage	1/13	0.20985633154846955	0.46115764393566505	0	0	4.569134078212291	7.133935787192846	GMPR
T helper cell surface molecules	1/13	0.20985633154846955	0.46115764393566505	0	0	4.569134078212291	7.133935787192846	CD3E
HIV life cycle early phase	1/13	0.20985633154846955	0.46115764393566505	0	0	4.569134078212291	7.133935787192846	CCR5
Irinotecan pathway	1/13	0.20985633154846955	0.46115764393566505	0	0	4.569134078212291	7.133935787192846	ABCG2
Lck and Fyn tyrosine kinases in initiation of T cell receptor activation	1/13	0.20985633154846955	0.46115764393566505	0	0	4.569134078212291	7.133935787192846	CD3E
Melanocyte development and pigmentation pathway	1/13	0.20985633154846955	0.46115764393566505	0	0	4.569134078212291	7.133935787192846	MAP2K2
NICD trafficking to the nucleus	1/13	0.20985633154846955	0.46115764393566505	0	0	4.569134078212291	7.133935787192846	MAMLD1
PI3K class IB pathway	1/13	0.20985633154846955	0.46115764393566505	0	0	4.569134078212291	7.133935787192846	AKT2
G alpha 12 pathway	2/49	0.2195692356427645	0.47949543359993124	0	0	2.335538470707432	3.5408810825991934	MAP2K3;MAP2K2
Interleukin-5 signaling pathway	2/49	0.2195692356427645	0.47949543359993124	0	0	2.335538470707432	3.5408810825991934	GSK3A;MAP2K2
Porphyrin metabolism	1/14	0.22404861517310773	0.4802999365025949	0	0	4.217447357112162	6.308846684079948	BLVRB
S1P/S1P4 pathway	1/14	0.22404861517310773	0.4802999365025949	0	0	4.217447357112162	6.308846684079948	S1PR5
CARM1 transcriptional regulation by protein methylation	1/14	0.22404861517310773	0.4802999365025949	0	0	4.217447357112162	6.308846684079948	RXRA
Viral messenger RNA biosynthesis	1/14	0.22404861517310773	0.4802999365025949	0	0	4.217447357112162	6.308846684079948	POLR2J
MAP kinase inactivation of SMRT corepressor	1/14	0.22404861517310773	0.4802999365025949	0	0	4.217447357112162	6.308846684079948	RXRA
Osteoblast signaling	1/14	0.22404861517310773	0.4802999365025949	0	0	4.217447357112162	6.308846684079948	PDGFRB
Non-coding RNA metabolism	2/50	0.22619424099884988	0.4834212284762005	0	0	2.286764705882353	3.3989582760972072	NUP107;SNRPD2
ATR activation in response to replication stress	1/15	0.23798667919193356	0.49376030033507323	0	0	3.916001596169194	5.621579189561587	CLSPN
Biogenic amine biosynthesis	1/15	0.23798667919193356	0.49376030033507323	0	0	3.916001596169194	5.621579189561587	GAD1
Signaling to p38 via RIT and RIN	1/15	0.23798667919193356	0.49376030033507323	0	0	3.916001596169194	5.621579189561587	MAP2K2
Spliceosomal assembly	1/15	0.23798667919193356	0.49376030033507323	0	0	3.916001596169194	5.621579189561587	SNRPD2
TrkA receptor signaling pathway	1/15	0.23798667919193356	0.49376030033507323	0	0	3.916001596169194	5.621579189561587	DPM2
Glycosaminoglycan biosynthesis: keratan sulfate	1/15	0.23798667919193356	0.49376030033507323	0	0	3.916001596169194	5.621579189561587	B3GNT7
Glycosphingolipid biosynthesis: ganglio series	1/15	0.23798667919193356	0.49376030033507323	0	0	3.916001596169194	5.621579189561587	ST6GALNAC4
Interleukin-17 signaling pathway	1/15	0.23798667919193356	0.49376030033507323	0	0	3.916001596169194	5.621579189561587	CD3E
Fc gamma receptor-mediated phagocytosis	3/94	0.23846221134308493	0.49376030033507323	0	0	1.8104086924311644	2.595301286581613	AKT2;CFL2;WASF2
TGF-beta signaling pathway	5/185	0.2394626217901238	0.49376030033507323	0	0	1.5270715630885123	2.1827318666924596	MAP2K3;TGFBR3;MAP2K2;CDH1;RUNX3
Apoptotic execution  phase	2/52	0.23948431114682583	0.49376030033507323	0	0	2.1950700280112043	3.137341968032072	CDH1;CLSPN
Autoimmune thyroid disease	2/52	0.23948431114682583	0.49376030033507323	0	0	2.1950700280112043	3.137341968032072	PRF1;GZMB
Protein folding	2/53	0.24614419170039104	0.5055135254841182	0	0	2.1519195913659583	3.0166421604097864	PFDN4;PFDN5
