Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
EGFR1 pathway	4/152	0.24776737537736807	0.7087388163879399	0	0	1.6034666885730715	2.2372609099909337	TAGLN;CAV2;HGF;RAF1
SHC-related events	1/17	0.24839733213454598	0.7087388163879399	0	0	3.699359939759036	5.152193547637034	RAF1
SHC1 events in EGFR signaling	1/17	0.24839733213454598	0.7087388163879399	0	0	3.699359939759036	5.152193547637034	RAF1
Beta-arrestin-dependent recruitment of Src kinases in GPCR signaling	1/17	0.24839733213454598	0.7087388163879399	0	0	3.699359939759036	5.152193547637034	RAF1
SUMOylation by RanBP2 regulates transcriptional repression	1/17	0.24839733213454598	0.7087388163879399	0	0	3.699359939759036	5.152193547637034	HDAC9
Cadmium-induced DNA biosynthesis and proliferation in macrophages	1/17	0.24839733213454598	0.7087388163879399	0	0	3.699359939759036	5.152193547637034	RAF1
TAK1-mediated activation of p38 MAPK	1/17	0.24839733213454598	0.7087388163879399	0	0	3.699359939759036	5.152193547637034	NOD2
G1/S-specific transcription	1/17	0.24839733213454598	0.7087388163879399	0	0	3.699359939759036	5.152193547637034	TK2
Glycosylphosphatidylinositol (GPI) biosynthesis	1/17	0.24839733213454598	0.7087388163879399	0	0	3.699359939759036	5.152193547637034	PIGL
HIV-1 elongation complex formation in the absence of HIV-1 Tat	1/17	0.24839733213454598	0.7087388163879399	0	0	3.699359939759036	5.152193547637034	GTF2H3
NO2-dependent IL-12 pathway in NK cells	1/17	0.24839733213454598	0.7087388163879399	0	0	3.699359939759036	5.152193547637034	JAK2
Osteoclast signaling	1/17	0.24839733213454598	0.7087388163879399	0	0	3.699359939759036	5.152193547637034	TNFRSF11A
Hemostasis pathway	10/468	0.2549475646922851	0.7087388163879399	0	0	1.2984844592858977	1.7746353131849117	DOCK4;HGF;CAPZA2;LCP2;PTPN6;JAK2;GAS6;RAF1;LRP8;GNAI1
Platelet activation, signaling and aggregation	5/205	0.256770410193739	0.7087388163879399	0	0	1.4837652439024391	2.0172870733012656	HGF;LCP2;GAS6;RAF1;GNAI1
Caspase cascade in apoptosis	2/59	0.25766513231288574	0.7087388163879399	0	0	2.0787618593311072	2.818997469955117	MAP3K1;TNFRSF10B
Bone remodeling	1/18	0.26092214429885674	0.7087388163879399	0	0	3.4815733522324592	4.677609435230168	TNFRSF11A
Serotonin receptor 4/6/7 and NR3C signaling	1/18	0.26092214429885674	0.7087388163879399	0	0	3.4815733522324592	4.677609435230168	RPS6KA5
Sodium/chloride-dependent neurotransmitter transporters	1/18	0.26092214429885674	0.7087388163879399	0	0	3.4815733522324592	4.677609435230168	SLC6A6
TNFR2 signaling pathway	1/18	0.26092214429885674	0.7087388163879399	0	0	3.4815733522324592	4.677609435230168	MAP3K1
Human cytomegalovirus and MAP kinase pathways	1/18	0.26092214429885674	0.7087388163879399	0	0	3.4815733522324592	4.677609435230168	MAP3K1
PKA activation in glucagon signaling	1/18	0.26092214429885674	0.7087388163879399	0	0	3.4815733522324592	4.677609435230168	ADCY4
Androgen receptor proteolysis and transcription regulation	2/61	0.27003670841121585	0.7087388163879399	0	0	2.0080905320292897	2.6289868475650353	LATS2;TCF4
HIV genome transcription	2/61	0.27003670841121585	0.7087388163879399	0	0	2.0080905320292897	2.6289868475650353	NELFA;GTF2H3
Apoptosis modulation by HSP70	1/19	0.273238857368733	0.7087388163879399	0	0	3.2879852744310574	4.265861459758775	MAP3K1
Signaling by NODAL	1/19	0.273238857368733	0.7087388163879399	0	0	3.2879852744310574	4.265861459758775	ACVR2B
FRS2-mediated activation	1/19	0.273238857368733	0.7087388163879399	0	0	3.2879852744310574	4.265861459758775	RAF1
Lissencephaly gene (LIS1) in neuronal migration and development	1/19	0.273238857368733	0.7087388163879399	0	0	3.2879852744310574	4.265861459758775	LRP8
Mitochondrial gene expression	1/19	0.273238857368733	0.7087388163879399	0	0	3.2879852744310574	4.265861459758775	POLRMT
Toll receptor cascades	4/159	0.2733513463557499	0.7087388163879399	0	0	1.5305029904892637	1.9850582895612996	RPS6KA5;MAP3K1;CD180;NOD2
Shigellosis	2/62	0.2762214037969852	0.7087388163879399	0	0	1.9745216515609265	2.5403258602685157	ELMO1;NOD2
Cytokine-cytokine receptor interaction	6/265	0.28062355325595084	0.7087388163879399	0	0	1.3749424391626226	1.7471959719834476	HGF;TNFRSF10B;TNFRSF11A;IL6R;ACVR2B;IL17RA
Signaling by EGFR in cancer	3/111	0.28182413627851616	0.7087388163879399	0	0	1.6463804713804713	2.0850948223518757	PHLPP1;ADCY4;RAF1
4-1BB-dependent immune response	1/20	0.2853509186584741	0.7087388163879399	0	0	3.1147748890298033	3.906038480321878	MAP3K1
Signaling by Hippo	1/20	0.2853509186584741	0.7087388163879399	0	0	3.1147748890298033	3.906038480321878	LATS2
Sprouty regulation of tyrosine kinase signals	1/20	0.2853509186584741	0.7087388163879399	0	0	3.1147748890298033	3.906038480321878	RAF1
Dual incision reaction in GG-NER	1/20	0.2853509186584741	0.7087388163879399	0	0	3.1147748890298033	3.906038480321878	GTF2H3
Hypertrophy pathway	1/20	0.2853509186584741	0.7087388163879399	0	0	3.1147748890298033	3.906038480321878	ATF3
Nerve growth factor (NGF) pathway	1/20	0.2853509186584741	0.7087388163879399	0	0	3.1147748890298033	3.906038480321878	RAF1
Interleukin-4 regulation of apoptosis	6/267	0.2863377079872709	0.7087388163879399	0	0	1.3642658792927695	1.7061282176231656	IL1RN;DST;SNAPC4;MX1;GAS6;GNAI1
Validated nuclear estrogen receptor alpha network	2/64	0.2885802743346348	0.7087388163879399	0	0	1.910632491959848	2.374499639964363	AXIN2;APBB1
ERK1/ERK2 MAPK pathway	2/65	0.29475128120916155	0.7087388163879399	0	0	1.880209082626001	2.296907398706934	RPS6KA5;RAF1
LPA receptor mediated events	2/65	0.29475128120916155	0.7087388163879399	0	0	1.880209082626001	2.296907398706934	ADCY4;GNAI1
S1P/S1P1 pathway	1/21	0.2972617184608865	0.7087388163879399	0	0	2.958885542168675	3.589549275014483	GNAI1
E-cadherin keratinocyte pathway	1/21	0.2972617184608865	0.7087388163879399	0	0	2.958885542168675	3.589549275014483	JUP
p38 MK2 pathway	1/21	0.2972617184608865	0.7087388163879399	0	0	2.958885542168675	3.589549275014483	RAF1
IGF1 signaling pathway	1/21	0.2972617184608865	0.7087388163879399	0	0	2.958885542168675	3.589549275014483	RAF1
Nicotine activity on dopaminergic neurons	1/21	0.2972617184608865	0.7087388163879399	0	0	2.958885542168675	3.589549275014483	GNAI1
SIDS susceptibility pathways	2/67	0.30706891583216817	0.7087388163879399	0	0	1.822170578666047	2.1514059620835053	VIPR1;IL6R
T cell receptor signaling in naive CD4+ T cells	2/67	0.30706891583216817	0.7087388163879399	0	0	1.822170578666047	2.1514059620835053	LCP2;PTPN6
RNA polymerase II promoter escape	1/22	0.30897459117970066	0.7087388163879399	0	0	2.8178427997705104	3.3095457581866605	GTF2H3
CCR3 signaling in eosinophils	1/22	0.30897459117970066	0.7087388163879399	0	0	2.8178427997705104	3.3095457581866605	RAF1
Prolactin regulation of apoptosis	3/118	0.3136392784328283	0.7087388163879399	0	0	1.545612648221344	1.7921560238476972	NABP1;TNFRSF11A;TMEM106A
Signaling by NOTCH	3/119	0.3181963099167632	0.7087388163879399	0	0	1.5322100313479623	1.754513420263334	TLE4;RBPJ;HDAC9
Phase I of biological oxidations: functionalization of compounds	2/69	0.31934460985377167	0.7087388163879399	0	0	1.767597060017135	2.01768460667577	TBXAS1;PAOX
NFAT involvement in hypertrophy of the heart	2/69	0.31934460985377167	0.7087388163879399	0	0	1.767597060017135	2.01768460667577	RAF1;HDAC9
BAD phosphorylation mediated by IGF1R signaling	1/23	0.3204928160799339	0.7087388163879399	0	0	2.6896221248630887	3.060508690956803	RAF1
Rho cell motility signaling pathway	1/23	0.3204928160799339	0.7087388163879399	0	0	2.6896221248630887	3.060508690956803	BAIAP2
CREB transcription factor and its extracellular signals	1/23	0.3204928160799339	0.7087388163879399	0	0	2.6896221248630887	3.060508690956803	RPS6KA5
Signaling by bone morphogenetic protein (BMP)	1/23	0.3204928160799339	0.7087388163879399	0	0	2.6896221248630887	3.060508690956803	ACVR2B
Collagen binding in corneal epithelia mediated by Erk and PI-3 Kinase	1/23	0.3204928160799339	0.7087388163879399	0	0	2.6896221248630887	3.060508690956803	RAF1
Deadenylation of mRNA	1/23	0.3204928160799339	0.7087388163879399	0	0	2.6896221248630887	3.060508690956803	EIF4A3
Eicosanoid metabolism	1/23	0.3204928160799339	0.7087388163879399	0	0	2.6896221248630887	3.060508690956803	TBXAS1
Mitochondrial pathway of apoptosis: antiapoptotic Bcl-2 family	1/23	0.3204928160799339	0.7087388163879399	0	0	2.6896221248630887	3.060508690956803	BCL2L2
Modulation of interferon signaling by chaperones	1/23	0.3204928160799339	0.7087388163879399	0	0	2.6896221248630887	3.060508690956803	JAK2
Renal cell carcinoma	2/70	0.3254633744957325	0.7087388163879399	0	0	1.7415141283099342	1.9548589164019319	HGF;RAF1
Signaling events mediated by VEGFR1 and VEGFR2	2/70	0.3254633744957325	0.7087388163879399	0	0	1.7415141283099342	1.9548589164019319	PTPN6;RAF1
Long-term depression	2/70	0.3254633744957325	0.7087388163879399	0	0	1.7415141283099342	1.9548589164019319	RAF1;GNAI1
NCAM signaling for neurite out-growth	2/70	0.3254633744957325	0.7087388163879399	0	0	1.7415141283099342	1.9548589164019319	RPS6KA5;RAF1
RIG-I-like receptor signaling pathway	2/71	0.3315677229005257	0.7087388163879399	0	0	1.7161872236087394	1.8945388881014882	IFIH1;MAP3K1
Bacterial invasion of epithelial cells	2/71	0.3315677229005257	0.7087388163879399	0	0	1.7161872236087394	1.8945388881014882	CAV2;ELMO1
Melanoma	2/71	0.3315677229005257	0.7087388163879399	0	0	1.7161872236087394	1.8945388881014882	HGF;RAF1
Ras-independent pathway in NK cell-mediated cytotoxicity	1/24	0.33181961833015816	0.7087388163879399	0	0	2.57255107386066	2.8379451565908353	PTPN6
Signal transduction of S1P receptor	1/24	0.33181961833015816	0.7087388163879399	0	0	2.57255107386066	2.8379451565908353	GNAI1
Sulfur amino acid metabolism	1/24	0.33181961833015816	0.7087388163879399	0	0	2.57255107386066	2.8379451565908353	TST
TAK1 activates NF-kappaB by phosphorylation and activation of IKK complex	1/24	0.33181961833015816	0.7087388163879399	0	0	2.57255107386066	2.8379451565908353	NOD2
NF-kappaB signaling pathway	1/24	0.33181961833015816	0.7087388163879399	0	0	2.57255107386066	2.8379451565908353	MAP3K1
Signaling by PDGF	3/122	0.33187058640798356	0.7087388163879399	0	0	1.493353705118411	1.6471843480962667	PHLPP1;ADCY4;RAF1
Wnt signaling pathway	5/231	0.3406803640337137	0.7087388163879399	0	0	1.311312864234837	1.4120355792205053	APC2;TLE4;PRICKLE1;AXIN2;HDAC9
SHC1 events in ERBB2 signaling	1/25	0.3429581697313165	0.7087388163879399	0	0	2.4652359437751006	2.6381643401789954	RAF1
Factors involved in megakaryocyte development and platelet production	3/125	0.345536259733099	0.7087388163879399	0	0	1.456408345752608	1.5476635323335766	DOCK4;CAPZA2;JAK2
G alpha (s) signaling events	3/125	0.345536259733099	0.7087388163879399	0	0	1.456408345752608	1.5476635323335766	VIPR1;ADCY4;GNAI1
Interleukin-1 signaling pathway	3/125	0.345536259733099	0.7087388163879399	0	0	1.456408345752608	1.5476635323335766	IL1RN;MAP3K1;NOD2
Adherens junction cell adhesion	2/74	0.34978235003467684	0.7087388163879399	0	0	1.6444276602886876	1.727379456919246	PTPN6;BAIAP2
Seven transmembrane receptor signaling through beta-arrestin	2/74	0.34978235003467684	0.7087388163879399	0	0	1.6444276602886876	1.727379456919246	MAP3K1;RAF1
Gastric acid secretion	2/74	0.34978235003467684	0.7087388163879399	0	0	1.6444276602886876	1.727379456919246	ADCY4;GNAI1
Neurotrophin signaling pathway	3/126	0.35008669956388094	0.7087388163879399	0	0	1.4444937176644495	1.5161036878849272	RPS6KA5;MAP3K1;RAF1
ALK1 pathway	1/26	0.35391158967313313	0.7087388163879399	0	0	2.3665060240963856	2.458109079406321	ACVR2B
Ras signaling pathway	1/26	0.35391158967313313	0.7087388163879399	0	0	2.3665060240963856	2.458109079406321	RAF1
Segmentation clock	1/26	0.35391158967313313	0.7087388163879399	0	0	2.3665060240963856	2.458109079406321	RBPJ
TGF-beta signaling in development	1/26	0.35391158967313313	0.7087388163879399	0	0	2.3665060240963856	2.458109079406321	ACVR2B
Fibroblast growth factor 1	1/26	0.35391158967313313	0.7087388163879399	0	0	2.3665060240963856	2.458109079406321	TCF4
Inhibition of activated T cell apoptosis by neuropeptides VIP and PACAP	1/26	0.35391158967313313	0.7087388163879399	0	0	2.3665060240963856	2.458109079406321	MAP3K1
Spliceosome	3/127	0.35463375662531726	0.7087388163879399	0	0	1.4327712609970675	1.4853105440278567	EIF4A3;PRPF40B;SRSF6
Signaling by FGFR in disease	3/128	0.3591768526486181	0.7087388163879399	0	0	1.4212363636363636	1.455261310824429	PHLPP1;ADCY4;RAF1
RIG-I/MDA5-mediated induction of interferon-alpha/beta pathways	2/76	0.36183225242580663	0.7087388163879399	0	0	1.5998203641708173	1.6263366918155797	IFIH1;MAP3K1
Cell-cell communication	3/129	0.36371541980356076	0.7087388163879399	0	0	1.40988455988456	1.4259340242635787	JUP;DST;PTPN6
ADP signalling through P2Y purinoceptor 12	1/27	0.36468294614051955	0.7087388163879399	0	0	2.2753707136237256	2.2952277455049446	GNAI1
Collecting duct acid secretion	1/27	0.36468294614051955	0.7087388163879399	0	0	2.2753707136237256	2.2952277455049446	ATP6V1A
TNF/stress-related signaling	1/27	0.36468294614051955	0.7087388163879399	0	0	2.2753707136237256	2.2952277455049446	MAP3K1
TWEAK regulation of gene expression	1/27	0.36468294614051955	0.7087388163879399	0	0	2.2753707136237256	2.2952277455049446	BCL2L2
ERK5 role in neuronal survival pathway	1/27	0.36468294614051955	0.7087388163879399	0	0	2.2753707136237256	2.2952277455049446	RAF1
FSH signaling pathway	1/27	0.36468294614051955	0.7087388163879399	0	0	2.2753707136237256	2.2952277455049446	RAF1
Glycosphingolipid biosynthesis: lacto and neolacto series	1/27	0.36468294614051955	0.7087388163879399	0	0	2.2753707136237256	2.2952277455049446	B3GALT2
Transcriptional regulation of white adipocyte differentiation	2/77	0.36782611559700307	0.7087388163879399	0	0	1.5784088620342396	1.578637675201793	MED8;MED18
Mitochondrial pathway of apoptosis: caspases	2/77	0.36782611559700307	0.7087388163879399	0	0	1.5784088620342396	1.578637675201793	CAPN10;XAF1
PTM: gamma carboxylation, hypusine formation and arylsulfatase activation	1/28	0.375275256331205	0.7087388163879399	0	0	2.190986166889781	2.1473756945341016	GAS6
RNA polymerase III transcription initiation From type 3 promoter	1/28	0.375275256331205	0.7087388163879399	0	0	2.190986166889781	2.1473756945341016	SNAPC4
Recycling pathway of cell adhesion molecule L1	1/28	0.375275256331205	0.7087388163879399	0	0	2.190986166889781	2.1473756945341016	RPS6KA5
Dual incision reaction in TC-NER	1/28	0.375275256331205	0.7087388163879399	0	0	2.190986166889781	2.1473756945341016	GTF2H3
G-protein activation	1/28	0.375275256331205	0.7087388163879399	0	0	2.190986166889781	2.1473756945341016	GNAI1
Messenger RNA capping	1/28	0.375275256331205	0.7087388163879399	0	0	2.190986166889781	2.1473756945341016	GTF2H3
Nef in HIV-1 replication and disease pathogenesis	1/28	0.375275256331205	0.7087388163879399	0	0	2.190986166889781	2.1473756945341016	ELMO1
PERK-regulated gene expression	1/28	0.375275256331205	0.7087388163879399	0	0	2.190986166889781	2.1473756945341016	ATF3
Unfolded protein response	2/79	0.37974683784133645	0.7087388163879399	0	0	1.5372542864989995	1.4884471769408958	CUL7;ATF3
Fc epsilon receptor I signaling pathway	2/79	0.37974683784133645	0.7087388163879399	0	0	1.5372542864989995	1.4884471769408958	LCP2;RAF1
Apoptosis modulation and signaling	2/80	0.3856718784505193	0.7087388163879399	0	0	1.517468432876288	1.4457958598351515	TNFRSF10B;BCL2L2
Opioid signaling	2/80	0.3856718784505193	0.7087388163879399	0	0	1.517468432876288	1.4457958598351515	ADCY4;GNAI1
Post-translational modification: biosynthesis of GPI-anchored proteins	1/29	0.38569148760106264	0.7087388163879399	0	0	2.1126290877796903	2.0127386691586358	PIGL
Adherens junction actin cytoskeletal organization	1/29	0.38569148760106264	0.7087388163879399	0	0	2.1126290877796903	2.0127386691586358	JUP
Amine compound SLC transporters	1/29	0.38569148760106264	0.7087388163879399	0	0	2.1126290877796903	2.0127386691586358	SLC6A6
Reelin signaling pathway	1/29	0.38569148760106264	0.7087388163879399	0	0	2.1126290877796903	2.0127386691586358	LRP8
CDO in myogenesis	1/29	0.38569148760106264	0.7087388163879399	0	0	2.1126290877796903	2.0127386691586358	TCF4
Transferrin endocytosis and recycling	1/29	0.38569148760106264	0.7087388163879399	0	0	2.1126290877796903	2.0127386691586358	ATP6V1A
IGF1 pathway	1/29	0.38569148760106264	0.7087388163879399	0	0	2.1126290877796903	2.0127386691586358	RAF1
Influence of Ras and Rho proteins on G1 to S transition	1/29	0.38569148760106264	0.7087388163879399	0	0	2.1126290877796903	2.0127386691586358	RAF1
Inhibition of insulin secretion by adrenaline/noradrenaline	1/29	0.38569148760106264	0.7087388163879399	0	0	2.1126290877796903	2.0127386691586358	GNAI1
Signaling pathway from G-protein families	1/30	0.3959345582632428	0.7142263239904078	0	0	2.03967594515995	1.889772691258717	RAF1
TNFR1 signaling pathway	1/30	0.3959345582632428	0.7142263239904078	0	0	2.03967594515995	1.889772691258717	MAP3K1
TRAF6-mediated IRF7 activation	1/30	0.3959345582632428	0.7142263239904078	0	0	2.03967594515995	1.889772691258717	IFIH1
Tumor necrosis factor (TNF) pathway	1/30	0.3959345582632428	0.7142263239904078	0	0	2.03967594515995	1.889772691258717	MAP3K1
Nuclear events mediated by MAP kinases	1/30	0.3959345582632428	0.7142263239904078	0	0	2.03967594515995	1.889772691258717	RPS6KA5
Platelet homeostasis	2/82	0.3974470426329307	0.7142263239904078	0	0	1.479380664652568	1.365015041419994	PTPN6;LRP8
Response to elevated platelet cytosolic calcium	2/83	0.4032955599212156	0.7142263239904078	0	0	1.461042109581888	1.3267512810291966	HGF;GAS6
Prostaglandin biosynthesis and regulation	1/31	0.4060073384208904	0.7142263239904078	0	0	1.971586345381526	1.7771564743085986	TBXAS1
Alpha-V beta-3 integrin/OPN pathway	1/31	0.4060073384208904	0.7142263239904078	0	0	1.971586345381526	1.7771564743085986	MAP3K1
Amino acid transport across the plasma membrane	1/31	0.4060073384208904	0.7142263239904078	0	0	1.971586345381526	1.7771564743085986	SLC6A6
Signal amplification	1/31	0.4060073384208904	0.7142263239904078	0	0	1.971586345381526	1.7771564743085986	GNAI1
CD40/CD40L signaling	1/31	0.4060073384208904	0.7142263239904078	0	0	1.971586345381526	1.7771564743085986	MAP3K1
One-carbon metabolism	1/31	0.4060073384208904	0.7142263239904078	0	0	1.971586345381526	1.7771564743085986	AMT
PD-1 signaling	1/31	0.4060073384208904	0.7142263239904078	0	0	1.971586345381526	1.7771564743085986	PTPN6
Cell junction organization	2/84	0.4091170189909853	0.717509179203035	0	0	1.4431508363422003	1.289821910310253	DST;JUP
MicroRNAs in cardiomyocyte hypertrophy	2/85	0.41491069886270393	0.7181343204708477	0	0	1.4256906781203362	1.2541686346454894	RAF1;HDAC9
Oncostatin M	6/311	0.41574459437165406	0.7181343204708477	0	0	1.1648067378553166	1.0223324268951304	VIPR1;DNAH17;AKR1C1;HGF;CA6;ATF3
Pancreatic beta-cell development regulation	1/32	0.41591265080681866	0.7181343204708477	0	0	1.9078896230081617	1.6737534366913858	RBPJ
Glycine, serine and threonine metabolism	1/32	0.41591265080681866	0.7181343204708477	0	0	1.9078896230081617	1.6737534366913858	AMT
Netrin-mediated signaling events	1/32	0.41591265080681866	0.7181343204708477	0	0	1.9078896230081617	1.6737534366913858	ELMO1
Jak-STAT signaling pathway	4/199	0.42351543599736813	0.7181343204708477	0	0	1.2140596991660821	1.043077986191655	STAT2;PTPN6;JAK2;IL6R
Syndecan 2 pathway	1/33	0.4256532714055978	0.7181343204708477	0	0	1.8481739457831325	1.578581146851976	CAV2
E2F-mediated regulation of DNA replication	1/33	0.4256532714055978	0.7181343204708477	0	0	1.8481739457831325	1.578581146851976	TK2
Global genomic nucleotide excision repair (GG-NER)	1/33	0.4256532714055978	0.7181343204708477	0	0	1.8481739457831325	1.578581146851976	GTF2H3
Glucagon signaling in metabolic regulation	1/33	0.4256532714055978	0.7181343204708477	0	0	1.8481739457831325	1.578581146851976	ADCY4
Glucagon-type ligand receptors	1/33	0.4256532714055978	0.7181343204708477	0	0	1.8481739457831325	1.578581146851976	VIPR1
Glycoprotein VI-mediated activation cascade	1/33	0.4256532714055978	0.7181343204708477	0	0	1.8481739457831325	1.578581146851976	LCP2
Negative regulators of RIG-I/MDA5 signaling	1/33	0.4256532714055978	0.7181343204708477	0	0	1.8481739457831325	1.578581146851976	IFIH1
Transmembrane transport of small molecules	8/432	0.43050974846878776	0.7237141897992415	0	0	1.117155297532656	0.9415220746920072	ATP6V1A;SLC6A6;SLC24A4;ATP10D;ADCY4;SLC12A6;ABCC10;SLC8B1
TOR signaling	1/34	0.43523193043385927	0.7237141897992415	0	0	1.7920774005111355	1.4907865677355157	ULK2
EGF receptor transactivation by GPCRs in cardiac hypertrophy	1/34	0.43523193043385927	0.7237141897992415	0	0	1.7920774005111355	1.4907865677355157	RAF1
Induction of apoptosis through DR3 and DR4/5 death receptors	1/34	0.43523193043385927	0.7237141897992415	0	0	1.7920774005111355	1.4907865677355157	TNFRSF10B
N-cadherin signaling events	1/34	0.43523193043385927	0.7237141897992415	0	0	1.7920774005111355	1.4907865677355157	JUP
Messenger RNA processing	4/203	0.43835953186982995	0.7247565182874637	0	0	1.1894121061233218	0.980927023595227	CPSF4;NXF1;GTF2H3;SRSF6
Innate immune system	6/319	0.43936503392222115	0.7247565182874637	0	0	1.1345663452237886	0.9330953850462366	IFIH1;RPS6KA5;MAP3K1;CAPZA2;CD180;NOD2
Autophagy regulation	1/35	0.4446513127794838	0.7247565182874637	0	0	1.739280652019844	1.409625868841565	ULK2
Basal transcription factors	1/35	0.4446513127794838	0.7247565182874637	0	0	1.739280652019844	1.409625868841565	GTF2H3
Signal transduction by L1	1/35	0.4446513127794838	0.7247565182874637	0	0	1.739280652019844	1.409625868841565	RPS6KA5
Interleukin-7 signaling pathway	1/35	0.4446513127794838	0.7247565182874637	0	0	1.739280652019844	1.409625868841565	HGF
PIK3C1/AKT pathway	1/35	0.4446513127794838	0.7247565182874637	0	0	1.739280652019844	1.409625868841565	RAF1
Signaling to ERKs	1/36	0.45391405926777917	0.72621679004209	0	0	1.689500860585198	1.3344478546422696	RAF1
Generation of second messenger molecules	1/36	0.45391405926777917	0.72621679004209	0	0	1.689500860585198	1.3344478546422696	LCP2
Glycogen metabolism	1/36	0.45391405926777917	0.72621679004209	0	0	1.689500860585198	1.3344478546422696	PYGM
Ion transport by P-type ATPases	1/36	0.45391405926777917	0.72621679004209	0	0	1.689500860585198	1.3344478546422696	ATP10D
Pathways in cancer	6/325	0.45696649234503434	0.72621679004209	0	0	1.1128814241753184	0.871547758515041	APC2;JUP;STK36;HGF;AXIN2;RAF1
Activation of NMDA receptor upon glutamate binding and postsynaptic events	1/37	0.46302276671322257	0.72621679004209	0	0	1.6424866131191433	1.264680288475352	RAF1
Interleukin-23-mediated signaling events	1/37	0.46302276671322257	0.72621679004209	0	0	1.6424866131191433	1.264680288475352	JAK2
PI3K/AKT activation	1/37	0.46302276671322257	0.72621679004209	0	0	1.6424866131191433	1.264680288475352	PHLPP1
Cell surface interactions at the vascular wall	2/94	0.4656996825271965	0.72621679004209	0	0	1.2856298436884277	0.9824967248161519	PTPN6;GAS6
Antigen-activated B-cell receptor generation of second messengers	4/211	0.4676997879656341	0.72621679004209	0	0	1.1429746119847877	0.8685791739929658	MAP3K1;PTPN6;LILRB3;RAF1
G-protein signaling pathways	2/95	0.47118241870184063	0.72621679004209	0	0	1.2717408959490628	0.9569976895890128	ADCY4;GNAI1
RAC1 activity regulation	1/38	0.47197998933503876	0.72621679004209	0	0	1.5980136763269293	1.199818534697375	ELMO1
Signaling events mediated by HDAC class II	1/38	0.47197998933503876	0.72621679004209	0	0	1.5980136763269293	1.199818534697375	HDAC9
Transport of mature mRNAs derived from intronless transcripts	1/38	0.47197998933503876	0.72621679004209	0	0	1.5980136763269293	1.199818534697375	NXF1
Trefoil factor initiation of mucosal healing	1/38	0.47197998933503876	0.72621679004209	0	0	1.5980136763269293	1.199818534697375	RAF1
EGFR interaction with phospholipase C-gamma	1/38	0.47197998933503876	0.72621679004209	0	0	1.5980136763269293	1.199818534697375	ADCY4
ERBB4 signaling events	1/38	0.47197998933503876	0.72621679004209	0	0	1.5980136763269293	1.199818534697375	JAK2
p38 alpha/beta MAPK downstream pathway	1/38	0.47197998933503876	0.72621679004209	0	0	1.5980136763269293	1.199818534697375	RPS6KA5
Glycosphingolipid metabolism	1/38	0.47197998933503876	0.72621679004209	0	0	1.5980136763269293	1.199818534697375	NEU3
Phagosome	3/154	0.47425822103262266	0.72621679004209	0	0	1.1749548464780253	0.8765202345455535	ATP6V1A;NCF1;FCGR2C
M phase pathway	2/96	0.4766313396156802	0.72621679004209	0	0	1.2581474577360674	0.9323023134211341	GORASP1;PMF1
Integrin signaling pathway	3/155	0.47851323265587803	0.72621679004209	0	0	1.167165071770335	0.8602840098424845	MAP3K1;CAPN10;RAF1
E-cadherin nascent AJ-like junctions pathway	1/39	0.48078823881469396	0.72621679004209	0	0	1.555881420418516	1.1394160854847293	JUP
FAS pathway and stress induction of heat shock protein regulation	1/39	0.48078823881469396	0.72621679004209	0	0	1.555881420418516	1.1394160854847293	MAP3K1
FRS2-mediated cascade	1/39	0.48078823881469396	0.72621679004209	0	0	1.555881420418516	1.1394160854847293	RAF1
GAB1 signalosome	1/39	0.48078823881469396	0.72621679004209	0	0	1.555881420418516	1.1394160854847293	PHLPP1
HIV-1 transcription initiation	1/39	0.48078823881469396	0.72621679004209	0	0	1.555881420418516	1.1394160854847293	GTF2H3
Iron uptake and transport	1/39	0.48078823881469396	0.72621679004209	0	0	1.555881420418516	1.1394160854847293	ATP6V1A
Nuclear signaling by ErbB4	1/40	0.4894499856652284	0.7373698217463102	0	0	1.5159097930182268	1.0830766123357287	JAK2
Senescence and autophagy	2/99	0.49277136126105486	0.7404403006448663	0	0	1.2190488055564208	0.8627330091830576	RAF1;IL6R
Plasma membrane estrogen receptor signaling	1/41	0.4979676592377845	0.743410395405473	0	0	1.4779367469879519	1.0304472735616923	GNAI1
ERBB1 internalization pathway	1/41	0.4979676592377845	0.743410395405473	0	0	1.4779367469879519	1.0304472735616923	RAF1
TNF-alpha signaling pathway	2/101	0.5033556243898232	0.743410395405473	0	0	1.194299490371998	0.819836859901115	MAP3K1;RAF1
Signaling by NGF	4/221	0.5035641013888826	0.743410395405473	0	0	1.0897426918605466	0.7476117222571171	RPS6KA5;PHLPP1;ADCY4;RAF1
Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)	1/42	0.5063436488636931	0.743410395405473	0	0	1.4418160446664707	0.9812130473318631	HGF
TWEAK signaling pathway	1/42	0.5063436488636931	0.743410395405473	0	0	1.4418160446664707	0.9812130473318631	RAF1
Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling	1/42	0.5063436488636931	0.743410395405473	0	0	1.4418160446664707	0.9812130473318631	HGF
Eukaryotic transcription initiation	1/42	0.5063436488636931	0.743410395405473	0	0	1.4418160446664707	0.9812130473318631	GTF2H3
